date,TSLA_TWT_VaderSentimentScore,TSLA_TWT_pos,TSLA_TWT_neu,TSLA_TWT_neg
2014-12-31,0.3172555555555555,0.18040740740740738,0.7832962962962964,0.0362962962962963
2015-01-01,0.2478559523809524,0.16342857142857142,0.7701904761904762,0.06644047619047619
2015-01-02,0.23984354066985644,0.17057416267942582,0.7784497607655503,0.05099043062200957
2015-01-03,0.2851610526315789,0.14484210526315788,0.8327368421052631,0.022421052631578946
2015-01-04,0.3853514705882353,0.184125,0.7971029411764706,0.01876470588235294
2015-01-05,0.24107142857142858,0.1347857142857143,0.832725,0.03249642857142857
2015-01-06,0.23180084388185654,0.13931645569620255,0.8215991561181434,0.039071729957805904
2015-01-07,0.2773106719367589,0.1432529644268775,0.8253478260869564,0.03139130434782609
2015-01-08,0.27359826086956524,0.14669130434782607,0.8202434782608696,0.03304782608695652
2015-01-09,0.23648816793893132,0.13323282442748094,0.8370190839694657,0.02973664122137405
2015-01-10,0.14758064516129032,0.11132258064516129,0.8400430107526882,0.0486236559139785
2015-01-11,0.24715641025641025,0.14214102564102563,0.8392435897435897,0.018615384615384614
2015-01-12,0.19349449760765552,0.1296267942583732,0.8172272727272727,0.05312679425837321
2015-01-13,0.13117620437956204,0.12297080291970802,0.8107591240875912,0.06628175182481752
2015-01-14,0.1478902306648575,0.14302985074626864,0.7894599728629579,0.06750203527815468
2015-01-15,0.2826603550295858,0.14636686390532544,0.8222751479289941,0.031349112426035504
2015-01-16,0.20527850746268655,0.11111940298507463,0.85915223880597,0.029722388059701496
2015-01-17,0.34653170731707317,0.17721138211382115,0.7941056910569105,0.028674796747967482
2015-01-18,0.36092327586206896,0.19741379310344825,0.7669224137931034,0.03568965517241379
2015-01-19,0.26106574074074074,0.1667314814814815,0.7919166666666667,0.04134259259259259
2015-01-20,0.251808445945946,0.14716216216216216,0.8166824324324324,0.0361722972972973
2015-01-21,0.24981107011070114,0.1453210332103321,0.819970479704797,0.03471955719557196
2015-01-22,0.11023333333333334,0.07396163069544365,0.9072565947242207,0.018781774580335732
2015-01-23,0.17658352601156072,0.10319653179190752,0.8691213872832371,0.027679190751445086
2015-01-24,0.3731722222222222,0.18264444444444444,0.7948111111111111,0.02256666666666667
2015-01-25,0.3384887640449438,0.18244943820224718,0.7890337078651686,0.028550561797752807
2015-01-26,0.28915175438596497,0.14992543859649124,0.8272149122807018,0.022842105263157896
2015-01-27,0.2838366255144033,0.15935390946502057,0.8079588477366255,0.032695473251028805
2015-01-28,0.3014425925925926,0.16331481481481483,0.7979999999999999,0.03869907407407407
2015-01-29,0.2697326530612245,0.16036734693877552,0.8026836734693877,0.03695238095238095
2015-01-30,0.263573732718894,0.13395391705069126,0.8349585253456222,0.03109677419354839
2015-01-31,0.29306336633663366,0.16376237623762374,0.7986633663366337,0.03756435643564356
2015-02-01,0.39803302752293573,0.2019816513761468,0.7734587155963303,0.024559633027522936
2015-02-02,0.23989471365638768,0.151568281938326,0.8120176211453745,0.03641850220264317
2015-02-03,0.22171030927835053,0.14309965635738833,0.829233676975945,0.027670103092783505
2015-02-04,0.20154270833333332,0.09984027777777778,0.8822395833333334,0.01792013888888889
2015-02-05,0.22063222222222223,0.13599999999999998,0.8326222222222222,0.03138148148148148
2015-02-06,0.2858131672597865,0.17591459074733096,0.7708434163701068,0.05323843416370107
2015-02-07,0.27714135338345863,0.1736691729323308,0.7710150375939849,0.05533834586466166
2015-02-08,0.2525419689119171,0.1432279792746114,0.8206683937823834,0.03609844559585492
2015-02-09,0.2634210909090909,0.14992727272727271,0.8144836363636364,0.03557818181818182
2015-02-10,0.1421188605108055,0.1331787819253438,0.8036463654223969,0.06316502946954813
2015-02-11,0.08921045871559634,0.12871926605504586,0.785559633027523,0.08571804281345566
2015-02-12,0.1421551846590909,0.13274005681818182,0.7987144886363636,0.06854048295454546
2015-02-13,0.1891504638218924,0.13638404452690167,0.8107458256029685,0.05287012987012987
2015-02-14,0.21129925373134328,0.14101119402985074,0.8160410447761195,0.04293283582089552
2015-02-15,0.1497767801857585,0.09744891640866873,0.8708823529411766,0.031674922600619194
2015-02-16,0.15335916030534352,0.11698854961832061,0.8279541984732824,0.05505725190839695
2015-02-17,0.18476311881188118,0.12452722772277228,0.8253366336633663,0.05013861386138614
2015-02-18,0.21828303571428573,0.14051339285714287,0.8016830357142857,0.057790178571428576
2015-02-19,0.19245842450765865,0.14219037199124726,0.8024617067833698,0.055347921225382936
2015-02-20,0.19336208530805687,0.13854976303317537,0.8169810426540285,0.044464454976303316
2015-02-21,0.28983125,0.169015625,0.7954218750000001,0.035557291666666664
2015-02-22,0.30455314685314683,0.16792307692307692,0.7993496503496503,0.0327062937062937
2015-02-23,0.21302874396135266,0.1486183574879227,0.8006859903381642,0.050702898550724636
2015-02-24,0.21655988538681947,0.1598510028653295,0.7855816618911174,0.05455587392550143
2015-02-25,0.13486612903225806,0.1170241935483871,0.8296209677419354,0.0533494623655914
2015-02-26,0.1469475149105368,0.12160437375745527,0.8262803180914513,0.05211729622266401
2015-02-27,0.22952112068965516,0.14862931034482757,0.8004698275862069,0.05089655172413793
2015-02-28,0.22080789473684212,0.1245438596491228,0.8445526315789473,0.030912280701754388
2015-03-01,0.2815903846153846,0.1405576923076923,0.8400384615384616,0.01941346153846154
2015-03-02,0.11592770562770563,0.11054545454545456,0.8306406926406926,0.05882683982683983
2015-03-03,0.21642388059701492,0.1323194029850746,0.8296417910447761,0.038029850746268655
2015-03-04,0.1602051051051051,0.12635435435435435,0.8164864864864865,0.057171171171171174
2015-03-05,0.14202,0.11804838709677419,0.8295935483870968,0.052351612903225805
2015-03-06,0.07739289215686275,0.10208578431372548,0.8297573529411765,0.06816666666666667
2015-03-07,0.2245764331210191,0.1333248407643312,0.8390254777070064,0.027649681528662422
2015-03-08,0.12420903954802259,0.12915819209039547,0.7933559322033898,0.07749152542372881
2015-03-09,0.11418415417558886,0.1186980728051392,0.8107109207708779,0.07058672376873662
2015-03-10,0.19068413978494625,0.14390860215053763,0.803997311827957,0.052091397849462366
2015-03-11,0.13698970588235296,0.11690294117647058,0.8372941176470589,0.04579705882352941
2015-03-12,0.12939181494661922,0.11787900355871887,0.8276298932384342,0.054462633451957294
2015-03-13,0.1726248101265823,0.13457974683544305,0.8094962025316456,0.055918987341772156
2015-03-14,0.21101576086956522,0.1315054347826087,0.8337173913043479,0.034760869565217394
2015-03-15,0.18528956043956046,0.11770329670329671,0.8444835164835165,0.037796703296703295
2015-03-16,0.15870994152046783,0.13873684210526316,0.8019610136452242,0.059317738791423
2015-03-17,0.22830368098159512,0.1335552147239264,0.8323098159509201,0.03412576687116564
2015-03-18,0.239490395480226,0.13566666666666669,0.8362824858757062,0.028033898305084744
2015-03-19,0.1720486194477791,0.12412725090036014,0.8265258103241296,0.04934093637454982
2015-03-20,0.17389517766497464,0.10081472081218273,0.8709593908629442,0.028228426395939085
2015-03-21,0.254110243902439,0.1442390243902439,0.8298439024390244,0.025912195121951222
2015-03-22,0.18136736111111113,0.1285138888888889,0.8259652777777777,0.045534722222222226
2015-03-23,0.15166697247706423,0.11305504587155964,0.8500321100917431,0.03690366972477064
2015-03-24,0.1662057761732852,0.1125595667870036,0.8481335740072202,0.039296028880866425
2015-03-25,0.16167542372881355,0.12478248587570621,0.8295338983050846,0.04567796610169492
2015-03-26,0.2001048951048951,0.1360839160839161,0.8199265734265734,0.043979020979020976
2015-03-27,0.130182982791587,0.15053728489483748,0.7593977055449331,0.09008221797323136
2015-03-28,0.254573417721519,0.1744367088607595,0.7709556962025316,0.05463291139240506
2015-03-29,0.2839027777777778,0.1765,0.7955888888888888,0.027927777777777777
2015-03-30,0.18096746113989637,0.14591398963730567,0.807299481865285,0.04679689119170984
2015-03-31,0.18931919642857142,0.13407142857142856,0.8265,0.03943080357142857
2015-04-01,0.1380002444987775,0.1377726161369193,0.7913520782396088,0.07087286063569681
2015-04-02,0.2074951030927835,0.1523118556701031,0.7958247422680411,0.051855670103092784
2015-04-03,0.20580161290322582,0.13964919354838712,0.8214879032258063,0.03885483870967742
2015-04-04,0.2723601265822785,0.1602278481012658,0.8053860759493671,0.034424050632911395
2015-04-05,0.2415585034013605,0.14421768707482993,0.8298503401360544,0.025952380952380952
2015-04-06,0.16038864926220206,0.13797956867196368,0.8100862656072645,0.051943246311010216
2015-04-07,0.15835188679245282,0.11142138364779874,0.8533867924528302,0.035210691823899375
2015-04-08,0.1562731746031746,0.11586031746031747,0.836763492063492,0.04738253968253968
2015-04-09,0.17981481481481482,0.12368518518518518,0.8404475308641975,0.035876543209876544
2015-04-10,0.16442420634920635,0.11536507936507936,0.8439563492063492,0.04068650793650794
2015-04-11,0.24693636363636365,0.13863636363636364,0.8349898989898991,0.026393939393939393
2015-04-12,0.1474373417721519,0.07846835443037975,0.8955569620253164,0.025981012658227852
2015-04-13,0.0870067264573991,0.10232286995515695,0.8228071748878923,0.07489237668161436
2015-04-14,0.22168698412698412,0.12754285714285715,0.831552380952381,0.040914285714285716
2015-04-15,0.14378345588235295,0.08995220588235293,0.8764742647058824,0.033580882352941176
2015-04-16,0.2271432748538012,0.1251578947368421,0.8204502923976608,0.05441520467836257
2015-04-17,0.12919603174603175,0.10205555555555555,0.8560277777777777,0.04192460317460317
2015-04-18,0.09293557692307691,0.09552884615384616,0.854375,0.05011538461538461
2015-04-19,0.27845470085470087,0.1562136752136752,0.817025641025641,0.02677777777777778
2015-04-20,0.14333074712643679,0.10335057471264368,0.8493189655172414,0.047327586206896546
2015-04-21,0.20179999999999998,0.14910071942446043,0.7980047961630695,0.05290407673860911
2015-04-22,0.19116451612903226,0.14155913978494625,0.8214639016897082,0.03698771121351767
2015-04-23,0.23388078078078078,0.14336036036036034,0.8201231231231231,0.03652552552552553
2015-04-24,0.19821654320987653,0.13697283950617284,0.8160864197530864,0.04694074074074074
2015-04-25,0.24017272727272723,0.14636363636363636,0.8141888111888113,0.039419580419580415
2015-04-26,0.35926541353383457,0.19639097744360903,0.7682255639097745,0.0353609022556391
2015-04-27,0.21410268886043535,0.15043277848911651,0.801809218950064,0.04775288092189501
2015-04-28,0.23468169761273208,0.1373633952254642,0.8221697612732096,0.04047745358090186
2015-04-29,0.22879818652849743,0.1327279792746114,0.833360103626943,0.03390414507772021
2015-04-30,0.1647761634506243,0.12182065834279228,0.8331248581157774,0.045052213393870603
2015-05-01,0.21030893246187365,0.12976361655773422,0.8379139433551198,0.032315904139433554
2015-05-02,0.18980350194552528,0.11007782101167315,0.8678287937743191,0.02208560311284047
2015-05-03,0.25159662921348314,0.1403258426966292,0.8333258426966291,0.026359550561797753
2015-05-04,0.21642098214285713,0.12258482142857142,0.8529977678571428,0.024415178571428574
2015-05-05,0.21479927927927928,0.1331117117117117,0.8322216216216216,0.03465765765765766
