Date,TSLA Open,TSLA High,TSLA Low,TSLA Close,TSLA Volume,TSLA VWAP,Market Bullish Sentiment,Market Neutral Sentiment,Market Bearish Sentiment,SPY Open,SPY High,SPY Low,SPY Close,SPY Volume,SPY VWAP,AMZN Open,AMZN High,AMZN Low,AMZN Close,AMZN Volume,AMZN VWAP
2/10/2016,30.1,30.993999,28.348,28.733999,52032500,28.733999,0.275,0.377,0.347,186.410004,188.339996,185.119995,185.270004,148214100,185.270004,491.76001,504.660004,486,490.480011,6786200,490.480011
2/11/2016,30.4,32.652,29.4,30.094,71262000,30.094,0.192,0.321,0.487,182.339996,184.100006,181.089996,182.860001,219058900,182.860001,491.170013,509.299988,484,503.820007,7397400,503.820007
2/12/2016,31,31.402,28.74,30.208,36179000,30.208,0.192,0.321,0.487,184.960007,186.649994,183.960007,186.630005,127632400,186.630005,510.700012,516.75,501.48999,507.079987,5384800,507.079987
2/16/2016,31.74,32.59,30.822001,31.034,27969000,31.034,0.192,0.321,0.487,188.770004,189.809998,187.630005,189.779999,120250700,189.779999,519.47998,524.450012,511.660004,521.099976,5118500,521.099976
2/17/2016,31.799999,33.868,31.336,33.736,29126000,33.736,0.192,0.321,0.487,191.160004,193.320007,191.009995,192.880005,136009500,192.880005,528.73999,537.47998,519.390015,534.099976,4824000,534.099976
2/18/2016,34.484001,34.59,32.953999,33.354,19438000,33.354,0.276,0.346,0.378,193.199997,193.270004,191.720001,192.089996,102343000,192.089996,541.190002,541.200012,523.72998,525,4735000,525
2/19/2016,32.731998,33.498001,32.5,33.316002,14797000,33.316002,0.276,0.346,0.378,191.169998,192.179993,190.449997,192,114793000,192,520.710022,535.950012,515.349976,534.900024,4974700,534.900024
2/22/2016,34.023998,35.782001,33.970001,35.548,25300500,35.548,0.276,0.346,0.378,193.869995,194.949997,193.789993,194.779999,103640300,194.779999,542.200012,560.650024,541.080017,559.5,5566600,559.5
2/23/2016,35.231998,36.346001,34.736,35.442001,29922000,35.442001,0.276,0.346,0.378,194,194.320007,192.179993,192.320007,111455300,192.320007,555.549988,556.909973,545.330017,552.940002,4050800,552.940002
2/24/2016,34.549999,35.900002,33.568001,35.799999,26978000,35.799999,0.276,0.346,0.378,190.630005,193.529999,189.320007,193.199997,150812200,193.199997,545.75,554.27002,533.150024,554.039978,6231700,554.039978
2/25/2016,35.73,37.703999,35.040001,37.486,28753500,37.486,0.312,0.374,0.314,193.729996,195.550003,192.830002,195.539993,110728300,195.539993,555.52002,559.390015,545.289978,555.150024,4525500,555.150024
2/26/2016,37.740002,38.400002,37,38.068001,30325500,38.068001,0.312,0.374,0.314,196.570007,196.679993,194.899994,195.089996,129833700,195.089996,560.119995,562.5,553.169983,555.22998,4877000,555.22998
2/29/2016,38.48,39.27,37.844002,38.386002,22495000,38.386002,0.312,0.374,0.314,195.110001,196.229996,193.330002,193.559998,125918100,193.559998,554,564.809998,552.51001,552.52002,4145400,552.52002
3/1/2016,38.849998,39.189999,36.540001,37.27,33561000,37.27,0.312,0.374,0.314,195.009995,198.210007,194.449997,198.110001,141799700,198.110001,556.289978,579.25,556,579.039978,5038500,579.039978
3/2/2016,36.745998,37.703999,36.299999,37.667999,24312000,37.667999,0.312,0.374,0.314,197.740005,199.059998,197.25,199,102415000,199,581.75,585,573.700012,580.210022,4582200,580.210022
3/3/2016,37.655998,39.484001,36.844002,39.147999,24145000,39.147999,0.32,0.387,0.292,198.789993,199.800003,198.110001,199.779999,95172200,199.779999,577.960022,579.869995,573.109985,577.48999,2741300,577.48999
3/4/2016,39.599998,40.806,39.5,40.208,32445500,40.208,0.32,0.387,0.292,200.009995,201.350006,199.029999,200.429993,129293600,200.429993,581.070007,581.400024,571.070007,575.140015,3416500,575.140015
3/7/2016,39.535999,41.939999,39.48,41.057999,26647000,41.057999,0.32,0.387,0.292,199.339996,201.070007,199.25,200.589996,100219000,200.589996,573.539978,573.630005,555.549988,562.799988,4926900,562.799988
3/8/2016,40.700001,41.5,40.439999,40.52,20893500,40.52,0.32,0.387,0.292,199.320007,199.919998,198.210007,198.399994,123974900,198.399994,557.869995,571.349976,554.73999,560.26001,4730000,560.26001
3/9/2016,40.903999,41.874001,40.557999,41.743999,16043000,41.743999,0.32,0.387,0.292,199.360001,199.789993,198.429993,199.380005,94801200,199.380005,559.559998,560.349976,550.130005,559.469971,4377300,559.469971
3/10/2016,42,42.658001,40.133999,41.035999,25962500,41.035999,0.374,0.383,0.244,199.960007,201.070007,197.380005,199.539993,156838700,199.539993,566.73999,567,547.900024,558.929993,3919900,558.929993
3/11/2016,41.585999,41.883999,41.066002,41.5,16715500,41.5,0.374,0.383,0.244,201.259995,202.809998,199.520004,202.759995,137964500,202.759995,566.950012,570.059998,562.72998,569.609985,3771300,569.609985
3/14/2016,42.529999,43.344002,42.127998,43.029999,20328500,43.029999,0.374,0.383,0.244,202.160004,203.039993,201.770004,202.5,73612000,202.5,567,576.890015,563.049988,573.369995,3454200,573.369995
3/15/2016,42.854,43.793999,42.299999,43.667999,15902500,43.667999,0.374,0.383,0.244,201.360001,202.529999,201.050003,202.169998,93169100,202.169998,571,581.52002,567,577.02002,3876800,577.02002
3/16/2016,43.599998,44.515999,43.403999,44.386002,17583500,44.386002,0.374,0.383,0.244,201.600006,203.820007,201.550003,203.339996,129303200,203.339996,576.640015,581.320007,571.140015,574.27002,3537700,574.27002
3/17/2016,44.293999,45.700001,44,45.276001,18914500,45.276001,0.3,0.432,0.269,203.240005,205.229996,202.770004,204.630005,134278500,204.630005,569.51001,571.400024,555.01001,559.440002,5928100,559.440002
3/18/2016,45.82,46.896,45.612,46.548,23559000,46.548,0.3,0.432,0.269,204.169998,204.779999,203.800003,204.380005,138372400,204.380005,560.940002,562.330017,546.090027,552.080017,7296900,552.080017
3/21/2016,47.068001,47.976002,47,47.664001,26539000,47.664001,0.3,0.432,0.269,204.070007,204.940002,203.800003,204.669998,72926700,204.669998,548.909973,555.23999,538.580017,553.97998,5155700,553.97998
3/22/2016,47.442001,47.798,46.512001,46.848,21580000,46.848,0.3,0.432,0.269,203.759995,205.229996,203.570007,204.559998,97471900,204.559998,545.109985,562.76001,545.049988,560.47998,4000600,560.47998
3/23/2016,46.473999,46.945999,44.405998,44.515999,24744000,44.515999,0.3,0.432,0.269,204.110001,204.330002,203.009995,203.210007,81052500,203.210007,561,572.47998,558.099976,569.630005,3983700,569.630005
3/24/2016,43.155998,45.778,43,45.549999,24804500,45.549999,0.338,0.425,0.237,202,203.160004,201.740005,203.119995,84360900,203.119995,567.109985,583.549988,567.080017,582.950012,5185500,582.950012
3/28/2016,46.321999,46.962002,45,46.051998,19628500,46.051998,0.338,0.425,0.237,203.610001,203.860001,202.710007,203.240005,62408200,203.240005,584.400024,584.75,575.559998,579.869995,3121500,579.869995
3/29/2016,45.978001,46.476002,45.066002,46.026001,20071500,46.026001,0.338,0.425,0.237,202.759995,205.25,202.399994,205.119995,92922900,205.119995,580.150024,595.849976,576.5,593.859985,4392600,593.859985
3/30/2016,47.018002,47.099998,45.299999,45.377998,20165000,45.377998,0.338,0.425,0.237,206.300003,206.869995,205.589996,206.020004,86365300,206.020004,596.710022,603.23999,595,598.690002,3890500,598.690002
3/31/2016,45.868,47.484001,45.001999,45.953999,40064500,45.953999,0.272,0.471,0.258,205.910004,206.410004,205.330002,205.520004,94584100,205.520004,599.280029,600.75,592.210022,593.640015,2681800,593.640015
4/1/2016,48.966,49.580002,46.650002,47.518002,79987500,47.518002,0.272,0.471,0.258,204.350006,207.139999,203.979996,206.919998,114423500,206.919998,590.48999,599.030029,588.299988,598.5,2917400,598.5
4/4/2016,49.824001,50.424,48.728001,49.397999,67376500,49.397999,0.272,0.471,0.258,206.830002,207.070007,205.889999,206.25,63497000,206.25,599,599.5,590.549988,593.190002,2470800,593.190002
4/5/2016,48.099998,51.312,48,51.094002,49743500,51.094002,0.272,0.471,0.258,204.669998,206.259995,203.889999,204.190002,99662200,204.190002,590.77002,593.469971,585.25,586.140015,2308900,586.140015
4/6/2016,50.793999,53.548,50.689999,53.084,58527500,53.084,0.272,0.471,0.258,204.190002,206.490005,203.979996,206.419998,91839800,206.419998,587.52002,602.390015,587.5,602.080017,2849900,602.080017
4/7/2016,53.290001,53.868,50.902,51.439999,44281000,51.439999,0.322,0.463,0.215,205.139999,205.559998,203.089996,203.949997,113859000,203.949997,598.76001,599.599976,589.080017,591.429993,3189000,591.429993
4/8/2016,52.099998,52.164001,49.604,50.014,36819500,50.014,0.322,0.463,0.215,205.339996,205.850006,203.869995,204.5,95040600,204.5,594.320007,597.859985,589,594.599976,2591900,594.599976
4/11/2016,50.200001,51.798,49.060001,49.984001,45808500,49.984001,0.322,0.463,0.215,205.25,206.070007,203.910004,204.020004,83757500,204.020004,596.140015,604,594.909973,595.929993,2704300,595.929993
4/12/2016,49.900002,50.360001,48.726002,49.563999,28816000,49.563999,0.322,0.463,0.215,204.220001,206.25,203.699997,205.919998,115350600,205.919998,598.400024,604.059998,592.309998,603.169983,2641100,603.169983
4/13/2016,49.702,51.099998,49.466,50.905998,24628000,50.905998,0.322,0.463,0.215,207,208.100006,206.839996,208,96336400,208,607.679993,616.809998,605.289978,614.820007,4228300,614.820007
4/14/2016,50.599998,51.368,50.209999,50.372002,20661000,50.372002,0.278,0.473,0.249,208.070007,208.600006,207.600006,208.009995,65212900,208.009995,615.070007,624.380005,615.070007,620.75,3512100,620.75
4/15/2016,50.262001,50.919998,49.824001,50.902,18762000,50.902,0.278,0.473,0.249,208.009995,208.169998,207.399994,207.779999,75761600,207.779999,621.919983,626.77002,618.109985,625.890015,2887700,625.890015
4/18/2016,50.445999,51.661999,50.332001,50.776001,21357000,50.776001,0.278,0.473,0.249,207.779999,209.279999,207,209.240005,82531000,209.240005,625.349976,637.640015,624.960022,635.349976,4360900,635.349976
4/19/2016,50.624001,50.874001,48.25,49.473999,31787500,49.473999,0.278,0.473,0.249,209.740005,210.199997,208.940002,209.899994,88316100,209.899994,637.140015,638.01001,620.799988,627.900024,4055900,627.900024
4/20/2016,49.251999,50.731998,48.299999,49.993999,25970500,49.993999,0.278,0.473,0.249,209.949997,210.919998,209.389999,210.100006,81100300,210.100006,630,636.549988,623,632.98999,2609400,632.98999
4/21/2016,49.798,50.18,49.382,49.658001,13915500,49.658001,0.334,0.427,0.239,210.119995,210.25,208.649994,208.970001,85695000,208.970001,631,637.820007,628.5,631,2596300,631
4/22/2016,49.778,50.799999,49.141998,50.75,18931500,50.75,0.334,0.427,0.239,208.550003,209.289993,207.910004,208.970001,99251700,208.970001,624.469971,628.25,611.559998,620.5,5083900,620.5
4/25/2016,50.602001,51.476002,50.152,50.363998,18351500,50.363998,0.334,0.427,0.239,208.259995,208.660004,207.539993,208.610001,66166500,208.610001,616.609985,626.97998,616.25,626.200012,2682900,626.200012
4/26/2016,50.41,51.146,49.877998,50.748001,16119000,50.748001,0.334,0.427,0.239,209.039993,209.520004,208.360001,208.919998,75864200,208.919998,626.169983,626.75,614.880005,616.880005,2521400,616.880005
4/27/2016,50.549999,51,49.880001,50.293999,16029000,50.293999,0.334,0.427,0.239,208.470001,209.809998,208.050003,209.350006,77329400,209.350006,611.799988,615.950012,601.280029,606.570007,4068800,606.570007
4/28/2016,49.970001,50.686001,49.487999,49.542,12595000,49.542,0.274,0.44,0.286,208.460007,209.759995,206.960007,207.449997,97216200,207.449997,615.539978,626.799988,599.200012,602,7872600,602
4/29/2016,49.627998,49.686001,47.562,48.152,27069000,48.152,0.274,0.44,0.286,206.720001,207.130005,205.029999,206.330002,142424100,206.330002,666,669.97998,654,659.590027,10310700,659.590027
5/2/2016,48.299999,48.638,46.964001,48.360001,19219500,48.360001,0.274,0.44,0.286,206.919998,208.179993,206.410004,207.970001,62188000,207.970001,663.919983,685.5,662.030029,683.849976,6578500,683.849976
5/3/2016,47.472,47.782001,46.324001,46.464001,21511000,46.464001,0.274,0.44,0.286,206.520004,206.800003,205.279999,206.160004,106422100,206.160004,677.359985,680.299988,670.429993,671.320007,4923400,671.320007
5/4/2016,46.057999,46.891998,44.080002,44.512001,43502500,44.512001,0.274,0.44,0.286,204.990005,205.850006,204.419998,205.009995,92243800,205.009995,662.590027,674,662.140015,670.900024,4635500,670.900024
5/5/2016,45.692001,45.728001,41.958,42.306,56274000,42.306,0.223,0.473,0.303,205.559998,205.979996,204.470001,204.970001,67619200,204.970001,673.309998,676.48999,656,659.090027,4884100,659.090027
5/6/2016,42.174,43.273998,41.622002,42.986,28426000,42.986,0.223,0.473,0.303,204.059998,205.770004,203.880005,205.720001,89315000,205.720001,656.049988,676.950012,656.01001,673.950012,4365300,673.950012
5/9/2016,43.144001,43.23,41.360001,41.784,23882000,41.784,0.223,0.473,0.303,205.570007,206.399994,205.360001,205.889999,74374900,205.889999,673.950012,686.97998,671.409973,679.75,3982200,679.75
5/10/2016,41.509998,41.894001,41,41.737999,20353000,41.737999,0.223,0.473,0.303,206.720001,208.470001,206.639999,208.449997,77472200,208.449997,694,704.549988,693.5,703.070007,6105600,703.070007
5/11/2016,41.518002,43.096001,41.209999,41.792,25809500,41.792,0.223,0.473,0.303,207.910004,208.539993,206.5,206.5,81727000,206.5,705.789978,719,701.650024,713.22998,7338200,713.22998
5/12/2016,42.287998,42.334,40.731998,41.456001,18252500,41.456001,0.204,0.483,0.313,207.289993,207.490005,205.369995,206.559998,89586300,206.559998,717.380005,722.450012,711.51001,717.929993,5048200,717.929993
5/13/2016,41.556,42.240002,41.34,41.521999,14114000,41.521999,0.204,0.483,0.313,206.210007,206.860001,204.380005,204.759995,96474600,204.759995,714.640015,719.25,706.51001,709.919983,4763400,709.919983
5/16/2016,41.630001,42.630001,41.584,41.658001,14747000,41.658001,0.204,0.483,0.313,204.960007,207.339996,204.889999,206.779999,77486800,206.779999,710.130005,713.25,700.280029,710.659973,5432900,710.659973
5/17/2016,41.810001,41.964001,40.804001,40.931999,14218000,40.931999,0.204,0.483,0.313,206.460007,206.800003,204.229996,204.850006,114924900,204.850006,709.900024,714.469971,693.909973,695.27002,5121400,695.27002
5/18/2016,41.830002,43.062,41.549999,42.234001,28087500,42.234001,0.204,0.483,0.313,204.440002,206.300003,203.630005,204.910004,120062100,204.910004,689.559998,702.539978,688.76001,697.450012,4283200,697.450012
5/19/2016,42.723999,43.358002,41.459999,43.042,34331500,43.042,0.193,0.466,0.341,204.059998,204.539993,202.779999,204.199997,115430500,204.199997,691.880005,699.400024,689.559998,698.52002,3025600,698.52002
5/20/2016,43.397999,44.110001,43.27,44.056,45035500,44.056,0.193,0.466,0.341,204.919998,206.100006,204.860001,205.490005,104990400,205.490005,701.049988,707.23999,700,702.799988,2916200,702.799988
5/23/2016,43.973999,44.52,43.172001,43.243999,25512500,43.243999,0.193,0.466,0.341,205.509995,205.839996,204.990005,205.210007,58682600,205.210007,704.25,706,696.419983,696.75,2595100,696.75
5/24/2016,43.32,43.748001,43.035999,43.582001,15069000,43.582001,0.193,0.466,0.341,206.169998,208.240005,206.139999,207.869995,93537800,207.869995,698.01001,707.5,698,704.200012,3033800,704.200012
5/25/2016,43.582001,44.271999,43.301998,43.916,15634000,43.916,0.193,0.466,0.341,208.669998,209.770004,207.869995,209.279999,76621400,209.279999,708,710.859985,705.52002,708.349976,3267700,708.349976
5/26/2016,44.099998,45.051998,43.810001,45.023998,20362000,45.023998,0.178,0.529,0.294,209.440002,209.710007,208.970001,209.339996,55280700,209.339996,708.330017,715,707.289978,714.909973,2446700,714.909973
5/27/2016,44.998001,45.186001,44.150002,44.608002,18251500,44.608002,0.178,0.529,0.294,209.529999,210.25,209.470001,210.240005,64211200,210.240005,715,716.599976,711.099976,712.23999,2249200,712.23999
5/31/2016,44.608002,44.950001,44.299999,44.646,13945000,44.646,0.178,0.529,0.294,210.559998,210.690002,209.179993,209.839996,109879400,209.839996,712.330017,724.22998,711.320007,722.789978,3618300,722.789978
6/1/2016,44.296001,44.48,43.377998,43.911999,14913500,43.911999,0.178,0.529,0.294,209.119995,210.479996,208.889999,210.270004,69936200,210.270004,720.900024,726.429993,718.219971,719.440002,3263100,719.440002
6/2/2016,43.917999,43.981998,43.422001,43.792,10164000,43.792,0.302,0.408,0.291,209.800003,210.929993,209.240005,210.910004,63044700,210.910004,720.969971,728.280029,715.5,728.23999,3026600,728.23999
6/3/2016,44,44.388,43.602001,43.798,11145000,43.798,0.302,0.408,0.291,210.25,210.690002,208.860001,210.279999,101757100,210.279999,726.73999,727,718.429993,725.539978,3367300,725.539978
6/6/2016,43.599998,44.18,43.09,44.136002,11247500,44.136002,0.302,0.408,0.291,210.699997,211.770004,210.509995,211.350006,64887000,211.350006,726.5,731.5,724.419983,726.72998,2704800,726.72998
6/7/2016,44.448002,46.888,44.304001,46.467999,31068000,46.467999,0.302,0.408,0.291,211.529999,212.339996,211.5,211.679993,60974800,211.679993,729.890015,730,720.549988,723.73999,2732500,723.73999
6/8/2016,46.759998,48.169998,46.521999,47.104,29860000,47.104,0.302,0.408,0.291,211.839996,212.520004,211.690002,212.369995,66170900,212.369995,726.400024,729.419983,721.599976,726.640015,2223400,726.640015
6/9/2016,46.995998,47.066002,45.411999,45.872002,22460500,45.872002,0.278,0.443,0.278,211.509995,212.220001,211.190002,212.080002,73786900,212.080002,723.099976,728.909973,722.299988,727.650024,2170300,727.650024
6/10/2016,45.478001,45.594002,43.683998,43.757999,30133000,43.757999,0.278,0.443,0.278,210.460007,210.860001,209.429993,210.070007,113829200,210.070007,722.349976,724.97998,714.210022,717.909973,3425700,717.909973
6/13/2016,43.900002,45.153999,43.532001,43.574001,20965000,43.574001,0.278,0.443,0.278,209.360001,210.369995,208.350006,208.449997,117751200,208.449997,714.01001,721.98999,711.159973,715.23999,3352200,715.23999
6/14/2016,43.776001,44.439999,42.506001,42.992001,17901000,42.992001,0.278,0.443,0.278,208,208.740005,206.919998,208.039993,125059300,208.039993,712.330017,720.809998,712.27002,719.299988,2506900,719.299988
6/15/2016,43.389999,44.380001,43.026001,43.540001,14542500,43.540001,0.278,0.443,0.278,208.039993,209.360001,207.529999,207.75,109124500,207.75,722,722.559998,713.349976,714.26001,2709400,714.26001
6/16/2016,43.484001,43.608002,42.700001,43.585999,12201500,43.585999,0.253,0.372,0.375,207.75,208.570007,205.589996,208.369995,149533100,208.369995,712.049988,718,705.299988,717.51001,3098000,717.51001
6/17/2016,43.562,43.998001,42.900002,43.094002,15563000,43.094002,0.253,0.372,0.375,207.169998,207.199997,205.75,206.520004,117055700,206.520004,718.190002,718.200012,699.179993,706.390015,5897800,706.390015
6/20/2016,43.900002,44.75,43.646,43.939999,17777500,43.939999,0.253,0.372,0.375,208.820007,209.610001,207.75,207.850006,82789600,207.850006,713.5,721.309998,710.809998,714.01001,3677200,714.01001
6/21/2016,44.136002,44.514,43.762001,43.922001,22645000,43.922001,0.253,0.372,0.375,208.300003,208.919998,207.779999,208.440002,72461700,208.440002,715.719971,718.400024,712.719971,715.820007,2137500,715.820007
6/22/2016,39.894001,41.189999,39.150002,39.332001,118712000,39.332001,0.253,0.372,0.375,208.649994,209.5,207.929993,208.100006,95560500,208.100006,716.580017,717,707.570007,710.599976,2260500,710.599976
6/23/2016,39.138,39.509998,38.425999,39.279999,50653500,39.279999,0.22,0.428,0.352,209.809998,210.869995,209.270004,210.809998,102731400,210.809998,715.5,722.119995,712.5,722.080017,2825000,722.080017
6/24/2016,38.009998,39.023998,37.945999,38.630001,35132500,38.630001,0.22,0.428,0.352,203.630005,210.850006,202.720001,203.240005,333444400,203.240005,693,712.530029,692.200012,698.960022,7632500,698.960022
6/27/2016,38.172001,39.762001,37.574001,39.709999,36027000,39.709999,0.22,0.428,0.352,201.589996,201.600006,198.649994,199.600006,230775800,199.600006,692.01001,696.820007,682.119995,691.359985,5568000,691.359985
6/28/2016,40.377998,40.810001,39.882,40.358002,31062000,40.358002,0.22,0.428,0.352,201.479996,203.229996,201.119995,203.199997,159382400,203.199997,700,708,698.169983,707.950012,4037000,707.950012
6/29/2016,41.026001,42.355999,40.599998,42.037998,29974500,42.037998,0.22,0.428,0.352,204.839996,206.929993,204.720001,206.660004,137328600,206.660004,715.75,719.5,713.539978,715.599976,3070100,715.599976
6/30/2016,42.594002,42.700001,41.804001,42.456001,24215500,42.456001,0.289,0.377,0.334,207.210007,209.539993,206.559998,209.479996,165021900,209.479996,717.200012,719.369995,712.539978,715.619995,2855100,715.619995
7/1/2016,41.228001,43.647999,41.200001,43.299999,27000000,43.299999,0.289,0.377,0.334,209.479996,210.490005,209.289993,209.919998,106055300,209.919998,717.320007,728,716.539978,725.679993,2920400,725.679993
7/5/2016,41.945999,42.908001,41.599998,42.796001,25876500,42.796001,0.289,0.377,0.334,208.949997,209.080002,207.710007,208.410004,109803700,208.410004,722.799988,729.559998,719.609985,728.099976,2431400,728.099976
7/6/2016,42,43.046001,41.799999,42.888,24599500,42.888,0.289,0.377,0.334,207.830002,209.800003,207.059998,209.660004,96021500,209.660004,725.710022,737.77002,722.580017,737.609985,3938200,737.609985
7/7/2016,42.619999,43.624001,42.602001,43.188,18060000,43.188,0.311,0.423,0.267,209.869995,210.649994,208.630005,209.529999,85593800,209.529999,739.330017,739.549988,731.630005,736.570007,2945800,736.570007
7/8/2016,43.560001,43.962002,42.900002,43.355999,20374000,43.355999,0.311,0.423,0.267,211.050003,212.940002,210.779999,212.649994,133971000,212.649994,740.140015,746.099976,738,745.809998,3429200,745.809998
7/11/2016,43.992001,45.355999,43.902,44.956001,27149000,44.956001,0.311,0.423,0.267,213.190002,214.070007,212.949997,213.399994,73633900,213.399994,750,755.900024,747,753.780029,3195300,753.780029
7/12/2016,44.82,45.5,44.644001,44.93,22856500,44.93,0.311,0.423,0.267,214.529999,215.300003,213.429993,214.949997,101275600,214.949997,756.859985,757.340027,740.330017,748.210022,5623700,748.210022
7/13/2016,45.099998,45.118,44.057999,44.506001,17835500,44.506001,0.311,0.423,0.267,215.440002,215.449997,214.350006,214.919998,87324100,214.919998,746.76001,756.869995,741.25,742.630005,4142300,742.630005
7/14/2016,44.624001,44.987999,44.209999,44.306,13379000,44.306,0.369,0.387,0.244,216.399994,216.669998,215.660004,216.119995,91230900,216.119995,748.859985,749.039978,739.02002,741.200012,2390500,741.200012
7/15/2016,44.504002,44.549999,43.928001,44.080002,11171000,44.080002,0.369,0.387,0.244,216.779999,217.009995,215.309998,215.830002,107155400,215.830002,746.549988,746.549988,734.049988,735.440002,3121400,735.440002
7/18/2016,43.928001,45.417999,43.66,45.25,17060500,45.25,0.369,0.387,0.244,215.970001,216.600006,215.669998,216.410004,58725900,216.410004,735.48999,741.599976,728.719971,736.070007,2954900,736.070007
7/19/2016,45,45.82,44.950001,45.051998,15575500,45.051998,0.369,0.387,0.244,215.919998,216.229996,215.630005,216.190002,54345700,216.190002,732.5,743.330017,732.309998,739.950012,2216800,739.950012
7/20/2016,45.293999,45.959999,45,45.672001,12842500,45.672001,0.369,0.387,0.244,216.190002,217.369995,216.190002,217.089996,58159500,217.089996,744,746.25,740.700012,745.719971,2214000,745.719971
7/21/2016,45.200001,45.57,43.82,44.099998,22143500,44.099998,0.354,0.379,0.267,216.960007,217.220001,215.75,216.270004,67777300,216.270004,747.5,749.359985,742.789978,744.429993,2317100,744.429993
7/22/2016,44.397999,44.900002,43.776001,44.453999,12898500,44.453999,0.354,0.379,0.267,216.410004,217.300003,216.100006,217.240005,62787500,217.240005,747.789978,751.280029,743.530029,744.859985,2277700,744.859985
7/25/2016,44.453999,46.278,44.273998,46.001999,22453500,46.001999,0.354,0.379,0.267,217,217.059998,215.970001,216.649994,55873100,216.649994,746.549988,748.5,735.349976,739.609985,2679300,739.609985
7/26/2016,45.537998,46,45.060001,45.902,17150000,45.902,0.354,0.379,0.267,216.529999,217.169998,215.759995,216.75,70080500,216.75,742.710022,743.130005,732.75,735.590027,2529700,735.590027
7/27/2016,45.868,46.672001,45.383999,45.698002,14445000,45.698002,0.354,0.379,0.267,217.190002,217.270004,215.619995,216.520004,84083900,216.520004,737.969971,740.940002,733.859985,736.669983,2913100,736.669983
7/28/2016,45.59,46.152,45.32,46.122002,12095500,46.122002,0.313,0.403,0.284,216.289993,217.110001,215.75,216.770004,65035700,216.770004,745.97998,753.359985,739.700012,752.609985,7617600,752.609985
7/29/2016,46.139999,47.056,46.048,46.958,15354000,46.958,0.313,0.403,0.284,216.460007,217.539993,216.130005,217.119995,79519400,217.119995,765,766,755,758.809998,6777100,758.809998
8/1/2016,47.099998,47.326,45.875999,46.001999,20081500,46.001999,0.313,0.403,0.284,217.190002,217.649994,216.410004,216.940002,73311400,216.940002,759.869995,770.5,757.059998,767.73999,3578200,767.73999
8/2/2016,45.874001,45.973999,44.279999,45.439999,19672000,45.439999,0.313,0.403,0.284,216.649994,216.830002,214.570007,215.550003,92295500,215.550003,763.809998,765.01001,757.02002,760.580017,3603300,760.580017
8/3/2016,45.473999,45.939999,44.841999,45.158001,19439000,45.158001,0.313,0.403,0.284,215.479996,216.25,215.130005,216.179993,53993600,216.179993,757.059998,758.890015,752.25,754.640015,3581500,754.640015
8/4/2016,45.138,46.172001,44.41,46.122002,20735000,46.122002,0.298,0.434,0.268,216.309998,216.779999,214.25,216.410004,46585500,216.410004,753.700012,765,750.349976,760.77002,3178200,760.77002
8/5/2016,46,46.400002,45.48,46.006001,16026000,46.006001,0.298,0.434,0.268,216.410004,218.229996,216.410004,218.179993,71892200,218.179993,764.809998,768.469971,763.090027,765.97998,2704400,765.97998
8/8/2016,45.599998,45.919998,45.217999,45.231998,11318000,45.231998,0.298,0.434,0.268,218.399994,218.520004,217.740005,218.050003,39906500,218.050003,766.809998,767,761.02002,766.559998,1986300,766.559998
8/9/2016,45.363998,46.307999,45.330002,45.816002,11039000,45.816002,0.298,0.434,0.268,218.130005,218.759995,217.800003,218.179993,51251700,218.179993,767.390015,772.599976,766.900024,768.309998,1876100,768.309998
8/10/2016,45.647999,45.973999,44.924,45.130001,11691500,45.130001,0.298,0.434,0.268,218.309998,218.399994,217.229996,217.639999,57941100,217.639999,769.799988,772.099976,766.190002,768.559998,1604300,768.559998
8/11/2016,45.234001,45.514,44.681999,44.981998,9404500,44.981998,0.313,0.42,0.268,218.259995,218.940002,217.949997,218.649994,72504300,218.649994,769.940002,773.75,769.119995,771.23999,2019700,771.23999
8/12/2016,45.082001,45.330002,44.807999,45.122002,9067500,45.122002,0.313,0.42,0.268,218.289993,218.710007,217.990005,218.460007,61313500,218.460007,768.460022,773.150024,768.419983,772.559998,1563300,772.559998
8/15/2016,45.203999,45.900002,44.986,45.118,10171500,45.118,0.313,0.42,0.268,218.889999,219.5,218.880005,219.089996,49813500,219.089996,771.900024,772.039978,767.710022,768.48999,2118500,768.48999
8/16/2016,45.098,45.438,44.681999,44.722,11335500,44.722,0.313,0.42,0.268,218.600006,218.679993,217.960007,217.960007,53213600,217.960007,768.619995,768.72998,763.820007,764.039978,1604600,764.039978
8/17/2016,44.866001,44.966,44.560001,44.647999,8935500,44.647999,0.313,0.42,0.268,218,218.529999,217.020004,218.369995,75134300,218.369995,764.409973,765.219971,759.200012,764.630005,1891100,764.630005
8/18/2016,44.764,45.132,44.458,44.702,8572500,44.702,0.356,0.381,0.264,218.339996,218.899994,218.210007,218.860001,52989300,218.860001,764,765.169983,760.599976,764.460022,1458800,764.460022
8/19/2016,44.708,45.034,44.506001,45,8297500,45,0.356,0.381,0.264,218.309998,218.75,217.740005,218.539993,75443000,218.539993,761.900024,762.48999,756.890015,757.309998,2343200,757.309998
8/22/2016,44.834,45.021999,44.535999,44.585999,10327500,44.585999,0.356,0.381,0.264,218.259995,218.800003,217.830002,218.529999,61368800,218.529999,757.5,759.849976,752.099976,759.47998,1679300,759.47998
