date,AMZN_TWT_VaderSentimentScore,AMZN_TWT_pos,AMZN_TWT_neu,AMZN_TWT_neg
2014-12-31,-0.2816046875,0.129875,0.665109375,0.205
2015-01-01,0.12373837209302327,0.1402906976744186,0.7731046511627906,0.0865813953488372
2015-01-02,0.1909206896551724,0.14535632183908048,0.8002873563218391,0.05436206896551724
2015-01-03,0.2573857142857143,0.15885714285714284,0.7963428571428571,0.044814285714285716
2015-01-04,0.3495327868852459,0.17318032786885246,0.8032786885245902,0.023540983606557375
2015-01-05,0.24480423076923075,0.15138076923076924,0.8132423076923078,0.03538076923076923
2015-01-06,0.23710619047619047,0.17322857142857143,0.7725571428571428,0.05422380952380953
2015-01-07,0.17928258426966293,0.143061797752809,0.8045955056179774,0.052348314606741574
2015-01-08,0.2586181395348837,0.16715348837209304,0.7883906976744186,0.04447441860465116
2015-01-09,0.22113970588235296,0.14508333333333334,0.8177843137254902,0.037127450980392156
2015-01-10,0.1880685185185185,0.13742592592592592,0.8038148148148148,0.058777777777777776
2015-01-11,0.3557858585858586,0.21783838383838383,0.74710101010101,0.03507070707070707
2015-01-12,0.23078146341463415,0.16190731707317074,0.7838146341463414,0.054282926829268295
2015-01-13,0.24720212765957447,0.1570307328605201,0.8027541371158392,0.04021040189125295
2015-01-14,0.23654202898550725,0.15818115942028985,0.8005978260869565,0.041217391304347824
2015-01-15,0.2381135531135531,0.15303663003663,0.8061721611721612,0.0407985347985348
2015-01-16,0.168571974522293,0.1084235668789809,0.8627515923566879,0.028837579617834393
2015-01-17,0.2768217391304348,0.1773695652173913,0.7647717391304347,0.057891304347826085
2015-01-18,0.37431774193548384,0.2000322580645161,0.7606612903225807,0.03929032258064516
2015-01-19,0.3010477611940299,0.1791865671641791,0.793365671641791,0.02746268656716418
2015-01-20,0.3190970464135021,0.18985654008438818,0.7727130801687764,0.03740928270042194
2015-01-21,0.2366931773879142,0.16930994152046783,0.7953645224171539,0.03533723196881092
2015-01-22,0.15768112522686026,0.10996733212341198,0.8647441016333938,0.025288566243194192
2015-01-23,0.17970523560209425,0.10894502617801047,0.8694895287958114,0.021568062827225128
2015-01-24,0.2985684210526316,0.1582105263157895,0.8037456140350877,0.038061403508771935
2015-01-25,0.21779896907216495,0.11910309278350516,0.8523505154639175,0.0285360824742268
2015-01-26,0.2621855614973262,0.15470588235294117,0.8170160427807487,0.028288770053475937
2015-01-27,0.27499535714285717,0.15339999999999998,0.8172642857142858,0.02934285714285714
2015-01-28,0.32595236363636365,0.18464363636363637,0.7898109090909091,0.02554545454545455
2015-01-29,0.24026362994350284,0.18160098870056496,0.7695254237288135,0.048862288135593214
2015-01-30,0.23758926829268293,0.18066829268292683,0.76872,0.05061560975609756
2015-01-31,0.2955787401574803,0.18141732283464565,0.7668425196850394,0.05175590551181102
2015-02-01,0.3763752,0.191856,0.778744,0.029391999999999998
2015-02-02,0.27773636363636367,0.17494652406417113,0.7897139037433155,0.035336898395721926
2015-02-03,0.23992373271889403,0.1472626728110599,0.8198824884792627,0.03285253456221198
2015-02-04,0.27152241379310343,0.1526103448275862,0.8148,0.03257931034482759
2015-02-05,0.24411143617021275,0.16186436170212765,0.7970505319148935,0.04108244680851064
2015-02-06,0.2880973684210526,0.17348026315789475,0.7779013157894736,0.04863815789473684
2015-02-07,0.34652804878048776,0.1788780487804878,0.7832682926829267,0.037878048780487804
2015-02-08,0.3861266666666667,0.19399047619047619,0.7743904761904763,0.031638095238095236
2015-02-09,0.2879011111111111,0.16397777777777778,0.8021111111111111,0.03392222222222222
2015-02-10,0.27179265536723163,0.15594350282485875,0.8044858757062148,0.03957627118644068
2015-02-11,0.2501751351351352,0.15318378378378378,0.8103945945945946,0.036443243243243245
2015-02-12,0.2747962962962963,0.16822222222222222,0.795031746031746,0.03675132275132275
2015-02-13,0.2589625,0.1631971153846154,0.7911153846153846,0.045711538461538456
2015-02-14,0.366245,0.18978333333333333,0.7845,0.025733333333333334
2015-02-15,0.3810601503759398,0.18525563909774437,0.7926315789473685,0.02212781954887218
2015-02-16,0.24444466019417474,0.1676893203883495,0.7769708737864078,0.055398058252427176
2015-02-17,0.2900217105263158,0.16956578947368423,0.7874144736842105,0.04301315789473684
2015-02-18,0.27814792626728113,0.15720737327188938,0.8062903225806451,0.036525345622119815
2015-02-19,0.3391913946587537,0.17876557863501483,0.7804718100890208,0.040750741839762614
2015-02-20,0.3042397196261682,0.1626588785046729,0.8080046728971964,0.029336448598130838
2015-02-21,0.3894195652173913,0.19436956521739132,0.7770326086956522,0.028597826086956525
2015-02-22,0.3000989010989011,0.17031868131868133,0.7833956043956044,0.046241758241758246
2015-02-23,0.3268263157894737,0.17241520467836258,0.7873508771929825,0.040239766081871346
2015-02-24,0.30538303030303027,0.18132727272727273,0.7699939393939395,0.04867272727272728
2015-02-25,0.20545955056179777,0.1470187265917603,0.804936329588015,0.04805243445692884
2015-02-26,0.26601516393442626,0.16523770491803277,0.8081434426229509,0.02660655737704918
2015-02-27,0.3104541176470588,0.1725,0.7966705882352941,0.030841176470588236
2015-02-28,0.26023023255813954,0.15922093023255812,0.8006976744186046,0.04011627906976744
2015-03-01,0.34900555555555557,0.17993333333333333,0.7954333333333333,0.024611111111111108
2015-03-02,0.24226651376146788,0.14156880733944954,0.8264128440366973,0.03205045871559633
2015-03-03,0.3723159624413146,0.1972582159624413,0.7775164319248826,0.02522535211267606
2015-03-04,0.20431080139372823,0.13449477351916378,0.8236411149825784,0.04185365853658537
2015-03-05,0.20979736842105262,0.10810526315789473,0.8682631578947368,0.023625
2015-03-06,0.15497631578947368,0.10910902255639097,0.8551466165413534,0.0357593984962406
2015-03-07,0.24790729166666667,0.13473958333333333,0.8467708333333334,0.018510416666666665
2015-03-08,0.32403218390804595,0.15667816091954023,0.8169310344827585,0.026390804597701146
2015-03-09,0.20084140969162997,0.13365638766519825,0.8267004405286343,0.03966519823788546
2015-03-10,0.2230246511627907,0.13323255813953488,0.8365767441860466,0.030186046511627908
2015-03-11,0.19192886597938144,0.13448969072164949,0.8259536082474227,0.03959278350515464
2015-03-12,0.2169263157894737,0.14841052631578946,0.8172052631578948,0.03437894736842105
2015-03-13,0.2335388888888889,0.14156790123456792,0.8235802469135801,0.03487037037037037
2015-03-14,0.28271965811965816,0.15085470085470085,0.8264358974358974,0.022717948717948716
2015-03-15,0.19099583333333334,0.11370833333333334,0.8569687500000001,0.029333333333333333
2015-03-16,0.2193610894941634,0.13161867704280156,0.8382101167315175,0.030175097276264592
2015-03-17,0.1846068493150685,0.10983561643835615,0.856447488584475,0.03371232876712329
2015-03-18,0.234068018018018,0.12423873873873874,0.8545720720720721,0.021193693693693692
2015-03-19,0.27641677215189875,0.15588291139240507,0.824256329113924,0.019870253164556963
2015-03-20,0.27413851132686085,0.14981553398058253,0.8307637540453074,0.019433656957928803
2015-03-21,0.2558918367346939,0.13917006802721088,0.8397210884353741,0.021129251700680272
2015-03-22,0.229125,0.15353260869565216,0.8037391304347826,0.04273913043478261
2015-03-23,0.18963846153846153,0.13591666666666666,0.8234423076923076,0.04065384615384615
2015-03-24,0.19647322175732215,0.14617991631799163,0.8081506276150627,0.045682008368200834
2015-03-25,0.264490243902439,0.17877642276422764,0.7815691056910569,0.039658536585365854
2015-03-26,0.30711772151898736,0.18482700421940929,0.7876708860759494,0.027527426160337553
2015-03-27,0.23266816326530612,0.158,0.8020244897959184,0.039983673469387755
2015-03-28,0.3732342105263158,0.20410526315789473,0.7537894736842105,0.04213157894736842
2015-03-29,0.3068674698795181,0.17627710843373495,0.779710843373494,0.04401204819277108
2015-03-30,0.2617918454935622,0.17818884120171674,0.7831888412017167,0.03864377682403433
2015-03-31,0.24285778443113776,0.16565868263473055,0.7969760479041916,0.03737125748502994
2015-04-01,0.19422023346303502,0.15025291828793774,0.7950311284046693,0.05471595330739299
2015-04-02,0.24242018779342722,0.16003286384976528,0.797793427230047,0.04215023474178404
2015-04-03,0.24078145695364236,0.15556953642384105,0.8062847682119205,0.03817218543046358
2015-04-04,0.27334130434782605,0.15158695652173912,0.8093695652173913,0.03906521739130435
2015-04-05,0.2559033333333333,0.135825,0.8303166666666667,0.033883333333333335
2015-04-06,0.30911933701657457,0.18050828729281768,0.784,0.03550828729281768
2015-04-07,0.3172946308724832,0.1810469798657718,0.7853087248322147,0.0336510067114094
2015-04-08,0.230108,0.14127272727272727,0.8261454545454545,0.03261090909090909
2015-04-09,0.21181915584415587,0.13719805194805193,0.831655844155844,0.03116883116883117
2015-04-10,0.31208086956521736,0.1814,0.7913347826086957,0.027278260869565217
2015-04-11,0.22548015267175572,0.13793893129770993,0.8284732824427481,0.033595419847328244
2015-04-12,0.2326543103448276,0.1408103448275862,0.8098706896551724,0.049362068965517245
2015-04-13,0.17800886699507387,0.12615763546798028,0.8309901477832512,0.042876847290640396
2015-04-14,0.23131604095563138,0.14789761092150172,0.8218498293515358,0.03026279863481229
2015-04-15,0.2766752688172043,0.15361290322580645,0.8147849462365591,0.03160931899641577
2015-04-16,0.19633452914798208,0.14765919282511208,0.8045112107623319,0.04784304932735426
2015-04-17,0.24300946502057613,0.15000411522633744,0.8148189300411522,0.03518106995884773
2015-04-18,0.1471275229357798,0.11062385321100918,0.844788990825688,0.044633027522935784
2015-04-19,0.09404767441860463,0.0971453488372093,0.843563953488372,0.05933139534883721
2015-04-20,0.21454640522875817,0.1360392156862745,0.8328071895424837,0.03116666666666667
2015-04-21,0.21952040133779266,0.14854849498327757,0.8133377926421405,0.0381438127090301
2015-04-22,0.21297681940700808,0.13457951482479785,0.8364474393530997,0.029002695417789756
2015-04-23,0.1822294642857143,0.15603914835164837,0.7926854395604396,0.051273351648351645
2015-04-24,0.21886913730255164,0.15845261239368164,0.8016154313487243,0.039927703523693805
2015-04-25,0.28421811023622046,0.1677716535433071,0.8017086614173229,0.030543307086614173
2015-04-26,0.24951363636363635,0.14954090909090909,0.8155454545454545,0.03491363636363636
2015-04-27,0.20419715639810426,0.1431042654028436,0.8133530805687205,0.04354976303317536
2015-04-28,0.31831387283236995,0.17766763005780348,0.8028179190751444,0.01951156069364162
2015-04-29,0.23361374570446736,0.16175257731958764,0.7930584192439862,0.04518213058419244
2015-04-30,0.2592809364548495,0.15719732441471573,0.808819397993311,0.03398327759197324
2015-05-01,0.30306,0.17966315789473686,0.7850105263157894,0.0353421052631579
2015-05-02,0.28285,0.16813513513513514,0.8092297297297297,0.02264864864864865
2015-05-03,0.2033888888888889,0.11897777777777778,0.8638222222222223,0.0172
2015-05-04,0.23854594594594594,0.14340540540540542,0.8294710424710424,0.027123552123552126
2015-05-05,0.2134029069767442,0.13177616279069768,0.8386918604651162,0.029531976744186048
2015-05-06,0.21825331325301203,0.11646385542168673,0.8667560240963855,0.016768072289156628
2015-05-07,0.24697854671280278,0.1473287197231834,0.825325259515571,0.027335640138408307
2015-05-08,0.18700645161290322,0.1150241935483871,0.8555967741935483,0.029362903225806453
2015-05-09,0.2328689189189189,0.13063513513513514,0.8467297297297297,0.022635135135135136
2015-05-10,0.2607512345679012,0.13684567901234568,0.840783950617284,0.0223641975308642
2015-05-11,0.2046689393939394,0.13323863636363636,0.8360151515151515,0.03072348484848485
2015-05-12,0.2572205479452055,0.15407762557077626,0.8166986301369863,0.02921917808219178
2015-05-13,0.19455652173913043,0.12211413043478261,0.8417663043478261,0.036119565217391306
2015-05-14,0.1736176870748299,0.12029931972789117,0.8406020408163265,0.03909863945578231
2015-05-15,0.181084554973822,0.10426439790575917,0.8722251308900524,0.023515706806282725
2015-05-16,0.1448508896797153,0.08806049822064058,0.8926512455516015,0.019291814946619218
2015-05-17,0.20332783171521035,0.09783171521035598,0.8910679611650485,0.011103559870550162
2015-05-18,0.20063521126760564,0.12949647887323945,0.8298274647887324,0.04069014084507042
2015-05-19,0.22651131498470947,0.13229357798165137,0.8417553516819573,0.025938837920489295
2015-05-20,0.16012351543942993,0.09936104513064134,0.8759049881235154,0.024738717339667458
2015-05-21,0.2308449715370019,0.13033776091081595,0.8487760910815939,0.020891840607210627
2015-05-22,0.2127486033519553,0.13005586592178772,0.8455502793296089,0.024399441340782122
2015-05-23,0.2131413793103448,0.12324712643678161,0.8538275862068966,0.022919540229885058
2015-05-24,0.2689288888888889,0.15438888888888888,0.8238555555555556,0.021733333333333334
2015-05-25,0.19355746031746032,0.10106349206349206,0.8854603174603175,0.013473015873015873
2015-05-26,0.15478951406649616,0.12546803069053708,0.832002557544757,0.042524296675191815
2015-05-27,0.21252345679012347,0.12172839506172839,0.8584043209876543,0.01987962962962963
2015-05-28,0.264765274151436,0.1474308093994778,0.8287284595300262,0.023840731070496085
2015-05-29,0.2035018817204301,0.131002688172043,0.8359220430107528,0.03306989247311828
2015-05-30,0.23981003717472119,0.11749814126394052,0.8748104089219332,0.007695167286245352
2015-05-31,0.226012109375,0.1251875,0.85577734375,0.01905859375
2015-06-01,0.2346615803814714,0.12823433242506813,0.8585694822888285,0.01320708446866485
2015-06-02,0.2604631736526946,0.14382035928143713,0.8353592814371257,0.02081736526946108
2015-06-03,0.19595260869565218,0.12012608695652174,0.8552717391304349,0.02461086956521739
2015-06-04,0.21725197889182057,0.11912928759894459,0.8620686015831134,0.018799472295514513
2015-06-05,0.21425375494071147,0.12750197628458498,0.8446758893280633,0.027830039525691696
